age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
39,private,317434,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
35,government,126569,highschoolgrad,9,married,blue-collar,husband,white,male,7298,0,40,united-states,>50K
38,government,745768,communitycollege,10,separated,white-collar,unmarried,black,female,0,0,45,united-states,<=50K
19,private,69927,highschoolgrad,9,married,service,wife,black,female,0,0,16,united-states,<=50K
26,private,302603,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,45,united-states,<=50K
52,private,46788,bachelors,13,separated,blue-collar,unmarried,white,male,0,0,25,united-states,<=50K
41,private,289886,dropout,3,married,service,husband,other,male,0,1579,40,nicaragua,<=50K
45,private,179135,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
58,government,175873,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
34,private,57426,bachelors,13,notmarried,service,not-in-family,white,male,0,0,45,united-states,<=50K
36,private,312206,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
19,others,344858,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,20,united-states,<=50K
26,government,177035,dropout,7,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
60,private,88055,dropout,6,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
35,self-employed,111095,highschoolgrad,9,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
39,private,192251,dropout,6,separated,service,not-in-family,white,female,0,0,60,united-states,<=50K
27,private,29807,highschoolgrad,9,separated,blue-collar,unmarried,white,female,0,0,40,japan,<=50K
26,government,211596,masters,14,notmarried,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
17,private,268276,dropout,8,notmarried,service,own-child,white,male,0,0,12,united-states,<=50K
59,self-employed,181070,highschoolgrad,9,married,service,husband,white,male,0,0,40,england,>50K
53,government,20676,highschoolgrad,9,married,white-collar,husband,amer-indian-eskimo,male,0,0,48,united-states,<=50K
35,private,115803,dropout,7,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
34,government,124827,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
36,private,95336,highschoolgrad,9,married,service,husband,white,male,0,0,45,united-states,>50K
36,private,257942,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
21,private,72593,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
29,private,147340,communitycollege,10,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
35,private,185325,bachelors,13,married,prof-specialty,husband,white,male,0,0,50,united-states,>50K
59,self-employed,357943,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
22,private,215395,communitycollege,10,notmarried,service,not-in-family,white,male,0,1602,10,united-states,<=50K
50,government,30682,masters,14,married,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
24,government,29591,bachelors,13,notmarried,prof-specialty,not-in-family,other,female,0,0,40,united-states,<=50K
36,private,215392,bachelors,13,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
31,private,110554,highschoolgrad,9,married,blue-collar,wife,white,female,4386,0,40,united-states,>50K
42,self-employed,133584,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,el-salvador,<=50K
38,private,210438,dropout,4,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
52,private,256916,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
46,private,73541,dropout,6,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,109952,communitycollege,10,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
54,private,197975,dropout,3,married,service,husband,white,male,0,0,51,united-states,<=50K
27,private,401723,highschoolgrad,9,notmarried,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
42,private,179524,bachelors,13,separated,service,not-in-family,white,female,0,0,50,united-states,<=50K
33,government,296282,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
19,private,145844,communitycollege,12,notmarried,white-collar,not-in-family,white,female,0,0,50,united-states,<=50K
59,private,191965,dropout,7,married,service,wife,white,female,3908,0,28,united-states,<=50K
54,private,96792,highschoolgrad,9,widowed,service,unmarried,white,female,0,0,32,united-states,<=50K
48,private,185041,dropout,4,married,blue-collar,husband,white,male,0,1672,55,united-states,<=50K
19,,233779,communitycollege,10,notmarried,,own-child,white,male,0,0,60,united-states,<=50K
45,private,347834,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
36,private,215373,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,70,united-states,<=50K
35,self-employed,169426,communitycollege,12,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
47,private,202856,communitycollege,10,separated,white-collar,not-in-family,white,female,0,0,36,united-states,<=50K
33,private,50276,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,40,united-states,<=50K
48,self-employed,187454,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
42,private,126098,highschoolgrad,9,separated,blue-collar,unmarried,black,female,0,0,40,united-states,<=50K
19,private,250639,communitycollege,10,notmarried,service,own-child,white,male,0,0,24,united-states,<=50K
64,self-employed,195366,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
51,self-employed,186845,bachelors,13,married,blue-collar,husband,white,male,0,0,8,united-states,<=50K
20,government,119156,highschoolgrad,9,notmarried,white-collar,other-relative,white,male,0,0,20,united-states,<=50K
28,private,162343,highschoolgrad,9,notmarried,service,not-in-family,white,male,0,0,40,puerto-rico,<=50K
52,private,108435,masters,14,married,white-collar,husband,white,male,0,1902,50,greece,>50K
29,self-employed,394927,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
51,private,172281,bachelors,13,separated,service,not-in-family,white,male,0,0,40,united-states,<=50K
36,private,370767,highschoolgrad,9,married,prof-specialty,husband,white,male,0,2377,60,united-states,<=50K
43,private,352005,bachelors,13,married,service,husband,white,male,15024,0,45,united-states,>50K
52,private,165681,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
50,private,258819,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,>50K
25,private,130793,communitycollege,10,separated,service,not-in-family,white,male,0,0,30,united-states,<=50K
36,private,118909,communitycollege,12,notmarried,white-collar,unmarried,black,female,0,0,40,jamaica,<=50K
44,private,202466,communitycollege,10,married,white-collar,wife,white,female,0,0,60,united-states,<=50K
47,private,161558,dropout,6,notmarried,blue-collar,not-in-family,black,male,0,0,45,united-states,<=50K
32,private,188246,highschoolgrad,9,separated,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
37,private,160120,masters,14,notmarried,prof-specialty,unmarried,asian-pac-islander,male,0,0,40,south,<=50K
40,private,144594,highschoolgrad,9,married,white-collar,husband,white,male,2829,0,40,united-states,<=50K
34,self-employed,123429,highschoolgrad,9,married,service,husband,white,male,0,0,60,united-states,<=50K
35,self-employed,340110,communitycollege,10,married,service,husband,white,male,0,0,50,united-states,>50K
26,private,523067,communitycollege,10,notmarried,prof-specialty,own-child,white,male,0,0,3,el-salvador,<=50K
49,self-employed,113513,bachelors,13,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
63,,186809,bachelors,13,married,,husband,white,male,0,0,30,united-states,>50K
46,self-employed,320421,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,0,0,25,united-states,<=50K
31,government,295589,communitycollege,10,notmarried,white-collar,own-child,black,male,0,0,40,united-states,<=50K
22,private,370548,communitycollege,11,notmarried,blue-collar,not-in-family,white,male,0,0,30,united-states,<=50K
20,private,120572,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,12,united-states,<=50K
52,private,110977,doctorate,16,notmarried,white-collar,not-in-family,white,male,0,0,40,united-states,>50K
26,private,55860,communitycollege,10,notmarried,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
34,private,158800,bachelors,13,married,white-collar,husband,white,male,0,0,50,united-states,>50K
31,private,131568,dropout,5,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
46,private,173613,highschoolgrad,9,separated,service,unmarried,white,female,0,0,30,united-states,<=50K
22,private,216867,dropout,4,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
38,private,104089,communitycollege,11,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
35,private,208106,highschoolgrad,9,married,service,husband,white,male,0,0,40,ecuador,<=50K
27,government,340269,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
27,private,236246,communitycollege,12,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
46,private,213408,communitycollege,10,separated,service,unmarried,white,female,0,0,40,cuba,<=50K
40,,84232,highschoolgrad,9,notmarried,,not-in-family,white,female,0,0,4,united-states,<=50K
19,private,302945,communitycollege,10,notmarried,white-collar,own-child,white,male,0,0,10,thailand,<=50K
69,,28197,highschoolgrad,9,married,,husband,white,male,0,0,60,united-states,>50K
20,private,262749,communitycollege,10,notmarried,service,own-child,white,male,0,0,35,united-states,<=50K
34,government,198265,bachelors,13,married,service,husband,white,male,0,0,60,united-states,<=50K
49,private,170871,masters,14,married,white-collar,husband,white,male,0,0,45,united-states,>50K
27,private,177761,communitycollege,10,married,blue-collar,husband,other,male,0,0,50,united-states,<=50K
59,private,175689,communitycollege,10,married,white-collar,wife,white,female,0,0,14,cuba,>50K
45,private,205100,bachelors,13,married,white-collar,husband,white,male,15024,0,60,united-states,>50K
21,private,77759,communitycollege,10,notmarried,service,own-child,white,female,0,0,15,united-states,<=50K
51,government,77905,communitycollege,11,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
64,,193575,dropout,7,notmarried,,unmarried,white,male,0,0,40,united-states,<=50K
41,government,116520,doctorate,16,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
18,,85154,dropout,8,notmarried,,own-child,asian-pac-islander,female,0,0,24,germany,<=50K
49,private,180532,masters,14,notmarried,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
51,private,508891,highschoolgrad,9,separated,blue-collar,own-child,black,male,0,0,40,united-states,<=50K
20,private,211345,communitycollege,10,notmarried,blue-collar,own-child,white,female,0,0,20,united-states,<=50K
69,self-employed,170877,highschoolgrad,9,married,service,husband,white,male,0,0,48,united-states,<=50K
18,,97318,highschoolgrad,9,notmarried,,own-child,white,female,0,0,35,united-states,<=50K
43,private,184105,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
50,private,150941,highschoolgrad,9,separated,blue-collar,unmarried,black,female,0,0,44,united-states,<=50K
32,private,303942,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
27,government,273929,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
38,private,197077,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
62,private,162825,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
46,private,159869,highschoolgrad,9,separated,white-collar,not-in-family,white,male,0,0,44,united-states,<=50K
19,private,158343,communitycollege,10,notmarried,service,own-child,white,female,0,0,40,,<=50K
17,,406920,dropout,6,notmarried,,own-child,white,male,0,0,40,united-states,<=50K
21,private,227986,highschoolgrad,9,notmarried,blue-collar,unmarried,white,female,0,0,40,united-states,<=50K
36,private,137527,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,50,united-states,<=50K
36,private,180150,dropout,8,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,239539,highschoolgrad,9,notmarried,blue-collar,own-child,asian-pac-islander,male,0,0,40,philippines,<=50K
58,private,281792,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
40,private,224799,bachelors,13,married,prof-specialty,husband,white,male,0,0,45,united-states,<=50K
64,private,292639,communitycollege,10,married,white-collar,wife,white,female,10566,0,35,united-states,<=50K
66,private,22313,dropout,7,married,blue-collar,husband,white,male,0,0,20,united-states,<=50K
42,private,194636,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
55,private,156089,communitycollege,10,widowed,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
53,private,193720,communitycollege,10,married,white-collar,husband,white,male,0,1977,40,united-states,>50K
25,private,218667,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
39,private,358837,communitycollege,10,notmarried,service,unmarried,black,female,0,0,40,united-states,<=50K
20,private,174685,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
32,private,168854,highschoolgrad,9,married,service,husband,white,male,0,0,54,united-states,<=50K
28,private,133696,bachelors,13,notmarried,service,unmarried,white,male,0,0,65,united-states,<=50K
23,government,350680,communitycollege,12,notmarried,white-collar,own-child,white,female,0,0,40,poland,<=50K
18,private,115215,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,25,united-states,<=50K
43,self-employed,152958,highschoolgrad,9,married,white-collar,husband,white,male,0,0,35,united-states,>50K
29,private,217200,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,235124,communitycollege,10,married,service,husband,white,male,0,0,46,dominican-republic,<=50K
31,government,144949,highschoolgrad,9,separated,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
60,private,135470,dropout,3,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
42,private,281209,communitycollege,10,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
46,private,155489,masters,14,married,white-collar,husband,white,male,0,0,50,united-states,>50K
38,private,290306,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
18,private,182042,dropout,7,notmarried,service,own-child,white,female,0,0,19,united-states,<=50K
31,private,210008,highschoolgrad,9,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
54,private,234938,highschoolgrad,9,married,service,husband,white,male,4064,0,55,united-states,<=50K
46,private,315423,communitycollege,10,married,service,husband,white,male,0,2042,50,united-states,<=50K
27,self-employed,30244,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,80,united-states,<=50K
50,government,30008,bachelors,13,married,prof-specialty,husband,white,male,0,0,45,united-states,>50K
38,self-employed,201328,dropout,4,married,blue-collar,husband,white,male,0,0,56,united-states,<=50K
36,government,96468,masters,14,notmarried,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
25,private,486332,highschoolgrad,9,separated,service,not-in-family,white,male,0,0,40,mexico,<=50K
19,private,46162,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,25,united-states,<=50K
60,government,98350,communitycollege,10,married,service,husband,asian-pac-islander,male,0,0,60,philippines,<=50K
45,government,175958,dropout,5,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
21,private,119309,communitycollege,10,notmarried,service,own-child,white,male,0,1602,16,united-states,<=50K
42,private,175935,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,1980,46,united-states,<=50K
38,private,204527,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
22,,57827,communitycollege,10,notmarried,,own-child,white,male,0,0,40,united-states,<=50K
19,private,418176,highschoolgrad,9,notmarried,white-collar,not-in-family,black,male,0,0,32,united-states,<=50K
23,private,262744,communitycollege,10,notmarried,white-collar,own-child,white,male,0,0,40,united-states,<=50K
24,private,177287,communitycollege,10,notmarried,blue-collar,own-child,white,female,0,0,30,united-states,<=50K
30,private,255004,communitycollege,12,separated,service,not-in-family,white,male,0,0,52,united-states,<=50K
62,private,183735,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
26,self-employed,318644,masters,15,notmarried,prof-specialty,own-child,white,male,0,0,20,united-states,<=50K
42,government,132125,bachelors,13,married,white-collar,husband,white,male,0,0,52,united-states,>50K
33,private,206051,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
54,self-employed,99185,doctorate,16,married,prof-specialty,husband,white,male,0,0,50,,>50K
35,private,225750,bachelors,13,separated,prof-specialty,unmarried,white,female,0,0,32,united-states,<=50K
33,private,245777,highschoolgrad,9,separated,service,not-in-family,white,male,0,0,40,united-states,<=50K
45,private,169092,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,55,united-states,<=50K
62,private,211035,bachelors,13,married,white-collar,wife,white,female,0,0,30,united-states,>50K
24,private,285432,highschoolgrad,9,notmarried,white-collar,own-child,white,male,0,0,40,united-states,<=50K
50,government,154779,communitycollege,10,separated,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
54,private,37237,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
58,private,417419,dropout,4,separated,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
39,self-employed,33975,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
32,private,42485,highschoolgrad,9,separated,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
27,private,170017,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
27,private,152683,highschoolgrad,9,married,blue-collar,husband,white,male,3908,0,35,united-states,<=50K
20,private,41721,communitycollege,10,notmarried,service,own-child,white,male,0,0,60,united-states,<=50K
64,private,66634,dropout,4,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
55,self-employed,257216,masters,14,widowed,service,not-in-family,white,female,0,0,40,united-states,<=50K
46,private,167882,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,43,united-states,<=50K
45,private,179428,communitycollege,10,married,blue-collar,husband,white,male,0,0,55,united-states,<=50K
26,private,57512,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
36,private,301614,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
25,private,193820,bachelors,13,notmarried,service,not-in-family,white,female,0,1876,40,united-states,<=50K
58,private,222247,dropout,6,married,blue-collar,husband,white,male,0,1887,40,united-states,>50K
39,self-employed,189092,bachelors,13,married,white-collar,husband,white,male,0,0,45,united-states,<=50K
47,private,217509,highschoolgrad,9,widowed,blue-collar,not-in-family,asian-pac-islander,female,0,0,45,thailand,<=50K
35,private,308691,masters,14,married,blue-collar,husband,white,male,0,0,48,united-states,<=50K
38,private,169672,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
50,private,120914,dropout,7,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
36,private,370156,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,38,united-states,<=50K
28,private,398220,dropout,3,notmarried,blue-collar,other-relative,white,male,0,0,40,mexico,<=50K
44,self-employed,208277,highschoolgrad,9,married,blue-collar,wife,white,female,0,0,45,united-states,<=50K
40,private,337456,highschoolgrad,9,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
55,private,172666,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
29,self-employed,32280,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
33,private,194901,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
19,,57329,communitycollege,10,notmarried,,own-child,white,female,0,0,30,japan,<=50K
32,private,173730,bachelors,13,married,white-collar,husband,white,male,7688,0,40,united-states,>50K
45,government,153312,masters,14,married,prof-specialty,husband,black,male,0,0,10,united-states,>50K
23,private,274797,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,25,united-states,<=50K
31,private,359249,communitycollege,11,notmarried,service,own-child,black,male,0,0,40,united-states,<=50K
22,private,152744,communitycollege,10,notmarried,service,not-in-family,asian-pac-islander,female,0,0,40,philippines,<=50K
59,private,188041,highschoolgrad,9,separated,blue-collar,not-in-family,black,male,0,0,40,united-states,<=50K
32,private,97723,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,38,united-states,<=50K
49,government,354529,communitycollege,10,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
22,private,249727,communitycollege,10,notmarried,white-collar,own-child,white,male,0,0,30,united-states,<=50K
26,private,189590,communitycollege,10,notmarried,white-collar,not-in-family,white,male,0,0,30,united-states,<=50K
23,government,298871,communitycollege,10,married,white-collar,husband,asian-pac-islander,male,0,0,40,vietnam,<=50K
55,self-employed,205296,communitycollege,10,married,service,wife,white,female,0,0,50,united-states,<=50K
47,private,303637,highschoolgrad,9,married,white-collar,husband,white,male,0,0,49,united-states,>50K
44,private,242861,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
27,private,37599,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,24,united-states,<=50K
40,government,199381,masters,14,married,prof-specialty,wife,white,female,15024,0,37,united-states,>50K
32,self-employed,56328,bachelors,13,married,prof-specialty,wife,white,female,0,0,8,united-states,>50K
20,private,256211,communitycollege,10,notmarried,blue-collar,other-relative,asian-pac-islander,male,0,0,40,vietnam,<=50K
84,government,163685,highschoolgrad,9,widowed,white-collar,not-in-family,white,female,0,0,33,united-states,<=50K
40,private,266084,communitycollege,10,separated,blue-collar,other-relative,white,male,0,0,50,united-states,<=50K
37,private,161111,bachelors,13,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
44,private,199031,communitycollege,10,separated,blue-collar,own-child,white,male,0,1380,40,united-states,<=50K
47,private,166634,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,40,germany,<=50K
62,self-employed,204085,communitycollege,10,married,service,husband,white,male,0,0,25,united-states,<=50K
19,,369527,communitycollege,10,notmarried,,own-child,white,female,0,0,40,united-states,<=50K
47,private,464945,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
44,government,174684,highschoolgrad,9,separated,blue-collar,unmarried,black,male,0,0,40,united-states,<=50K
26,government,166295,bachelors,13,married,white-collar,husband,white,male,0,0,41,united-states,<=50K
36,private,220511,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
52,private,246936,dropout,7,married,service,husband,white,male,0,0,40,united-states,<=50K
33,private,104509,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
48,,266337,highschoolgrad,9,married,,husband,white,male,0,0,40,united-states,<=50K
33,private,252168,highschoolgrad,9,married,blue-collar,husband,black,male,0,0,40,united-states,<=50K
25,private,92093,bachelors,13,married,white-collar,husband,white,male,0,0,20,united-states,<=50K
62,private,88055,bachelors,13,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
38,private,129591,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
46,private,142719,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,65,united-states,<=50K
18,,264924,communitycollege,10,notmarried,,own-child,white,female,0,0,40,united-states,<=50K
46,private,128796,bachelors,13,married,white-collar,husband,white,male,0,0,44,united-states,>50K
38,private,115336,highschoolgrad,9,separated,service,unmarried,white,female,0,0,70,united-states,<=50K
52,private,190333,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
63,self-employed,179444,dropout,4,married,white-collar,husband,white,male,0,0,15,united-states,<=50K
49,private,218676,communitycollege,10,married,blue-collar,husband,white,male,0,0,43,united-states,<=50K
17,government,148194,dropout,7,notmarried,white-collar,own-child,white,female,0,0,12,united-states,<=50K
33,private,184833,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,35,united-states,<=50K
70,self-employed,280639,highschoolgrad,9,widowed,service,other-relative,white,female,2329,0,20,united-states,<=50K
19,private,217769,communitycollege,10,notmarried,service,own-child,white,female,0,0,15,united-states,<=50K
27,,180553,highschoolgrad,9,married,,wife,white,female,0,0,40,united-states,>50K
61,private,56009,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
33,private,255334,bachelors,13,married,prof-specialty,husband,white,male,0,0,25,united-states,>50K
46,self-employed,328216,bachelors,13,married,service,husband,white,male,0,1902,42,,>50K
29,private,349154,dropout,6,separated,blue-collar,unmarried,white,female,0,0,40,guatemala,<=50K
40,government,24763,communitycollege,10,separated,blue-collar,unmarried,white,male,6849,0,40,united-states,<=50K
43,government,41834,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,38,united-states,>50K
24,private,113466,highschoolgrad,9,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
29,private,130856,communitycollege,10,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
61,self-employed,268797,highschoolgrad,9,married,service,wife,black,female,0,0,17,united-states,<=50K
48,private,202117,dropout,7,separated,service,not-in-family,white,female,0,0,34,united-states,<=50K
19,private,280146,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,20,united-states,<=50K
30,private,70377,communitycollege,10,notmarried,blue-collar,not-in-family,white,female,0,0,40,united-states,<=50K
24,private,236696,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,30,united-states,<=50K
39,government,222572,masters,14,notmarried,prof-specialty,unmarried,white,female,0,0,43,united-states,<=50K
46,self-employed,110702,communitycollege,10,separated,white-collar,unmarried,white,female,2036,0,60,united-states,<=50K
40,private,96129,highschoolgrad,9,married,service,husband,white,male,0,0,72,united-states,>50K
27,government,200492,bachelors,13,notmarried,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
25,private,193820,masters,14,notmarried,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
31,private,454508,dropout,7,notmarried,blue-collar,not-in-family,white,male,0,2001,40,united-states,<=50K
58,private,220789,bachelors,13,separated,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
33,private,101345,highschoolgrad,9,married,white-collar,wife,white,female,0,0,42,canada,>50K
40,private,140559,highschoolgrad,9,widowed,service,unmarried,white,female,0,0,25,united-states,<=50K
40,self-employed,64885,masters,14,married,service,husband,white,male,0,0,70,united-states,>50K
31,private,402361,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
33,private,143582,highschoolgrad,9,separated,service,unmarried,asian-pac-islander,female,0,0,48,china,<=50K
49,private,185385,communitycollege,12,married,service,husband,white,male,0,0,45,united-states,<=50K
24,private,112706,communitycollege,11,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
46,private,130364,highschoolgrad,9,notmarried,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
58,government,147428,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
20,private,205895,communitycollege,10,notmarried,service,own-child,white,female,0,0,20,united-states,<=50K
65,,273569,highschoolgrad,9,widowed,,unmarried,white,male,0,0,40,united-states,<=50K
43,private,153160,communitycollege,10,married,white-collar,wife,white,female,0,0,40,united-states,<=50K
48,self-employed,167918,masters,14,married,service,husband,asian-pac-islander,male,0,0,50,india,<=50K
41,private,195661,communitycollege,10,married,blue-collar,husband,white,male,0,0,54,united-states,<=50K
27,government,146243,communitycollege,10,separated,service,not-in-family,white,female,0,0,30,united-states,<=50K
52,,105428,communitycollege,10,married,,husband,white,male,0,0,12,united-states,<=50K
26,private,149943,highschoolgrad,9,notmarried,service,other-relative,asian-pac-islander,male,0,0,60,,<=50K
52,government,246197,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
52,government,192563,communitycollege,10,separated,white-collar,not-in-family,white,female,0,0,38,united-states,<=50K
19,private,244115,highschoolgrad,9,notmarried,service,own-child,black,male,0,0,30,united-states,<=50K
39,government,98587,communitycollege,10,separated,prof-specialty,own-child,white,female,0,0,45,united-states,<=50K
47,private,145886,communitycollege,10,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
27,private,244315,highschoolgrad,9,separated,blue-collar,other-relative,other,male,0,0,40,united-states,<=50K
48,private,192779,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
50,private,209464,highschoolgrad,9,separated,service,unmarried,white,female,0,0,35,united-states,<=50K
